movieid,title,year,director,actor1,actor2,actor3,actor4,actor5,plot
3396,"Muppet Movie, The",1979,James Frawley,Kermit the Frog,Miss Piggy,Fozzie Bear,Gonzo,Animal,Dom DeLuise persuades Hermit the Frog to pursue a career in Hollywood. He is joined by other Muppets like Miss Piggy and Fozzie Bear. But Hermit must avoid the owner of a frog-leg restaurant.
3555,U-571,2000,Jonathan Mostow,Matthew McConaughey,Jon Bon Jovi,Bill Paxton,Harvey Keitel,David Keith,A German submarine is boarded by American submariners disguised as Germans. They must infiltrate the security and steal the Nazi's top-secret Enigma machine.
4369,"Fast and the Furious, The",2001,Rob Cohen,Paul Walker,Vin Diesel,Michelle Rodriguez,Jordana Brewster,Neal H. Moritz,A spate of high-speed robberies in LA bring street racer Dominic Toretto and his crew under the LAPD scanner. FBI agent Brian goes undercover and befriends Toretto in a bid to investigate the matter.
5266,Panic Room,2002,David Fincher,Kristen Stewart,Jodie Foster,Jared Leto,Forest Whitaker,Dwight Yoakam,"A woman and her daughter hide in a secret room when intruders break into their home. When they learn that what they are trying to find is with them in the room, they begin to fear for their lives."
1911,Dr. Dolittle,1998,Betty Thomas,Eddie Murphy,Kyla Pratt,Ravenâ€‘SymonÃ©,Kristen Wilson,Oliver Platt,Dr. John Dolittle has a special power to communicate with animals but his family and colleagues consider him insane. He must convince them before they put him in a mental institution.
2231,Rounders,1998,John Dahl,Matt Damon,Edward Norton,John Malkovich,Gretchen Mol,Martin Landau,A reformed gambler must return to playing big stakes poker to help a friend pay off loan sharks.
1378,Young Guns,1988,Christopher Cain,Emilio Estevez,Kiefer Sutherland,Charlie Sheen,Lou Diamond Phillips,Dermot Mulroney,"John Tunstall (Terence Stamp), a distinguished British gentleman, employs downtrodden youths to tend his herd on the New Mexican frontier. When Tunstall is gunned down by the crooked Lawrence G. Murphy (Jack Palance), a ragtag group of cow hands -- including Doc Scurlock (Kiefer Sutherland), Richard Brewer (Charlie Sheen) and young William ""Billy the Kid"" Bonney (Emilio Estevez) -- ride forth in search of bloody vengeance for the death of their beloved mentor.â€?Â More"
5903,Equilibrium,2002,Kurt Wimmer,Christian Bale,Sean Bean,Emily Watson,Taye Diggs,Angus Macfadyen,"In a world where every form of human emotion is prohibited, Preston, an officer responsible for implementing the law, decides to revolt against it."
1957,Chariots of Fire,1981,Hugh Hudson,Ian Charleson,Ben Cross,Nigel Havers,Ian Holm,Nicholas Farrell,"Harold Abrahams, a devout Jew, and Eric Liddell, a staunch Christian, who are competitors of each other, get a chance to represent Great Britain at the 1924 Olympics in Paris."
1587,Conan the Barbarian,1982,John Milius,Arnold Schwarzenegger,Sandahl Bergman,James Earl Jones,Max von Sydow,Cassandra Gava,"Conan, who was sold into slavery when he was a kid, sets off to find the sorcerer responsible for the genocide of his family and people."
3105,Awakenings,1990,Penny Marshall,Robin Williams,Robert De Niro,Julie Kavner,Penelope Ann Miller,Ruth Nelson,Dr. Malcolm Sayer tastes partial success after implementing the drug L-Dopa on his catatonic patient Leonard. This gives the other patients a ray of hope and a new zeal to experience life.
6947,Master and Commander: The Far Side of the World,2003,Peter Weir,Russell Crowe,Paul Bettany,James D'Arcy,Max Pirkis,Billy Boyd,"Captain Jack Aubrey orders his team to set out in search of a French war vessel. However, when his own ship is heavily damaged, he realises the task is not as easy as it seems."
1586,G.I. Jane,1997,Ridley Scott,Demi Moore,Viggo Mortensen,Anne Bancroft,Jason Beghe,Jim Caviezel,"A female Senator succeeds in enrolling a woman into Navy SEALS training where everyone expects her to fail.  Star:  Demi Moore, Viggo Mortensen"
1590,Event Horizon,1997,Paul W. S. Anderson,Sam Neill,Laurence Fishburne,Joely Richardson,Kathleen Quinlan,Jason Isaacs,A team of astronauts is sent to investigate a lost spacecraft which disappeared on its maiden voyage and has now returned.
8970,Finding Neverland,2004,Marc Forster,Johnny Depp,Kate Winslet,Freddie Highmore,Dustin Hoffman,Julie Christie,"Barrie forges a platonic bond with a widow, Sylvia, who has four kids. He is motivated to pen a play about a bunch of kids who don't desire to grow up, which ends up strengthening his bond with them."
1179,"Grifters, The",1990,Stephen Frears,Annette Bening,Anjelica Huston,John Cusack,Noelle Harling,Stephen Tobolowsky,"Hard-as-nails Lily Dillon (Anjelica Huston) works as a swindler for dangerous bookie Bobo (Pat Hingle), probably the only man she fears. Arriving in Los Angeles on ""business,"" Lily looks up her son, Roy (John Cusack), a small-time con artist content with paltry sleight-of-hand cheats. Roy's girlfriend, Myra (Annette Bening), looks like an All-American type but is a grifter looking to pull off another big-time con. The convergence of the three hustlers inevitably means trouble for all of them.â€?Â More"
307,Three Colors: Blue ,1993,,,,,,,
54503,Superbad,2007,Greg Mottola,Jonah Hill,Seth Rogen,Michael Cera,Emma Stone,Christopher Mintzâ€‘Plasse,"Two high school boys want to enjoy their lives to the fullest before they go to different colleges. Unfortunately, their debauchery lands them in trouble."
4638,Jurassic Park III,2001,Joe Johnston,Sam Neill,TÃ©a Leoni,Laura Dern,William H. Macy,Alessandro Nivola,"A bizarre couple with concealed motives persuade Dr. Alan Grant to travel to Isla Sorna, which contains the second InGen dinosaur lab. But he gets stuck there with the couple, facing lethal dinosaurs."
2352,"Big Chill, The",1983,Lawrence Kasdan,Glenn Close,Kevin Kline,Tom Berenger,Jeff Goldblum,Meg Tilly,"After the news of Alex's death reaches his college friends, they attend his funeral in South Carolina where they remember some of the best times spent while studying at the University of Michigan."
2366,King Kong,1933,,Fay Wray,Merian C. Cooper,Robert Armstrong,Bruce Cabot,Frank Reicher,"When a film crew goes to a mysterious island for a shoot, they discover a giant prehistoric ape living there. Mayhem emanates, when the gorilla attempts to possess a woman from the crew."
3698,"Running Man, The",1987,Paul Michael Glaser,Arnold Schwarzenegger,MarÃ?a Conchita Alonso,Richard Dawson,Jesse Ventura,Yaphet Kotto,"In a dystopian America, a falsely convicted cop gets his shot at freedom when he must forcibly participate in a TV game show where convicts, 'runners', must battle killers for their freedom."
33679,Mr. & Mrs. Smith,2005,,,,,,,
2359,Waking Ned Devine ,1998,,,,,,,
3301,"Whole Nine Yards, The",2000,Jonathan Lynn,Bruce Willis,Amanda Peet,Matthew Perry,Natasha Henstridge,Michael Clarke Duncan,"Nick works as a dentist in Canada. However, he faces difficulties when a new neighbour moves in and he learns that he is Jimmy Tudeski, a hitman, who is also known as The Tulip."
1020,Cool Runnings,1993,Jon Turteltaub,John Candy,Doug E. Doug,Rawle D. Lewis,Malik Yoba,Leon Robinson,"A Jamaican bobsled team fights many odds, including a reluctant coach, to compete in the 1988 Winter Olympics. They train in harsh and sunny climes for a sport that chills them to their bones."
2951,"Fistful of Dollars, A ",1964,,,,,,,
3317,Wonder Boys,2000,Curtis Hanson,Michael Douglas,Robert Downey Jr.,Tobey Maguire,Katie Holmes,Frances McDormand,"A college professor tries to overcome his writer's block and finish his novel while dealing with divorce, his affair with the chancellor's wife, a thieving student and his expectant publisher."
830,"First Wives Club, The",1996,Hugh Wilson,Goldie Hawn,Diane Keaton,Bette Midler,Sarah Jessica Parker,Maggie Smith,"Three ex-wives, dumped for newer models, are determined to get their revenge. They had helped their husbands become financially successful, but now they plan to take away their money."
898,"Philadelphia Story, The",1940,George Cukor,Katharine Hepburn,Cary Grant,James Stewart,Ruth Hussey,John Howard,"Glorious, sharp-witted comedy, with Katharine Hepburn as the society girl romanced by ex-husband Cary Grant and cynical reporter James Stewart."
1212,"Third Man, The",1949,Carol Reed,Orson Welles,Joseph Cotten,Alida Valli,Trevor Howard,Bernard Lee,A man's investigation of a friend's death uncovers corruption in post-World War II Vienna.
1296,"Room with a View, A",1986,,,,,,,
922,Sunset Blvd. ,1950,,,,,,,
2391,"Simple Plan, A",1998,,,,,,,
8376,Napoleon Dynamite,2004,Jared Hess,Jon Heder,Tina Majorino,Efren Ramirez,Haylie Duff,Aaron Ruell,"Napoleon, a socially awkward teenager, gets caught up in his dysfunctional family's misadventures while trying to help a friend win the class presidency."
40819,Walk the Line,2005,James Mangold,Reese Witherspoon,Joaquin Phoenix,Ginnifer Goodwin,Robert Patrick,Waylon Payne,"Johnny Cash, an aspiring musician, receives a golden opportunity to tour with the famous June Carter. As Johnny musical's career takes a flight, his marriage with Vivian starts falling apart."
3005,"Bone Collector, The",1999,Phillip Noyce,Angelina Jolie,Denzel Washington,Queen Latifah,Michael Rooker,Ed O'Neill,"Lincoln, a quadriplegic, is assigned the case of a serial killer. The serial killer abducts his victims and brutally kills them, but also leaves clues for Lincoln and his team."
2478,¬°Three Amigos!,1986,John Landis,Steve Martin,Chevy Chase,Martin Short,Patrice Martinez,Alfonso Arau,"Three out-of-job actors travel to a Mexican village thinking that they are being asked to reprise their famous roles as the Three Amigos, but find out that the village is being attacked by bandits."
56174,I Am Legend,2007,Francis Lawrence,Will Smith,Alice Braga,Willow Smith,Salli Richardson,Charlie Tahan,"Robert Neville, a scientist, is the last human survivor of a plague in the whole of New York. He attempts to find a way to reverse the effects of the man-made virus by using his own immune blood."
2300,"Producers, The",1968,,,,,,,
34048,War of the Worlds,2005,Steven Spielberg,Tom Cruise,Dakota Fanning,Justin Chatwin,Tim Robbins,Miranda Otto,"Ray Ferrier, a dockworker, and his children are all set to spend a weekend together. But an alien tripod descends on Earth, threatening to wipe out humanity."
237,Forget Paris,1995,Billy Crystal,Billy Crystal,Debra Winger,Joe Mantegna,Cynthia Stevenson,Julie Kavner,"On his way to France to bury his father, a basketball referee meets an air hostess and falls in love. Their story is told by their friends while waiting for them at an airport."
45499,X-Men: The Last Stand,2006,Brett Ratner,Hugh Jackman,Halle Berry,Ian McKellen,Famke Janssen,Patrick Stewart,"A government-supported laboratory finds a cure for the mutants. For this, the DNA of a powerful boy is used. The mutants then have to give up their powers and become human, but their society splits."
47610,"Illusionist, The",2006,Neil Burger,Edward Norton,Jessica Biel,Paul Giamatti,Rufus Sewell,Aaron Taylorâ€‘Johnson,"A boy is prevented from being with his love, so he becomes a magician and travels the world. Now he must use his powers to free his lady from the royal residence where she lives with the Crown Prince."
64614,Gran Torino,2008,Clint Eastwood,Clint Eastwood,Scott Eastwood,Ahney Her,Bee Vang,Christopher Carley,A war veteran decides to reform his neighbour who steals his most prized possession. He soon finds himself battling a group of gangsters.
107,Muppet Treasure Island,1996,Brian Henson,Tim Curry,Frank Oz,Kevin Bishop,Dave Goelz,Billy Connolly,"Based on the classical tale, this movie with the muppet's sees them in action and on sea as Kermit and his colleagues go on war against ruthless pirates."
2872,Excalibur,1981,John Boorman,Helen Mirren,Nigel Terry,Liam Neeson,Nicol Williamson,Katrine Boorman,"The movie follows the travels of the legendary sword Excalibur through Arthurian myth. It travels from the powerful hands of Uther Pendragon, to being redrawn from the stone by Uther's son Arthur."
1104,"Streetcar Named Desire, A",1951,Elia Kazan,Marlon Brando,Vivien Leigh,Kim Hunter,Karl Malden,Rudy Bond,"Blanche DuBois arrives in New Orleans by train, and follows a sailor's directions to take a streetcar named ""Desire"" to her sister Stella Kowalski's apartment."
3354,Mission to Mars,2000,Brian De Palma,Gary Sinise,Tim Robbins,Don Cheadle,Connie Nielsen,Jerry O'Connell,"When the first manned mission to Mars meets with a catastrophic and mysterious disaster, a rescue mission is launched to investigate the tragedy and bring back any survivors."
4446,Final Fantasy: The Spirits Within,2001,,Mingâ€‘Na Wen,Alec Baldwin,Steve Buscemi,Donald Sutherland,James Woods,A female scientist readies herself on Earth in the year 2065 to successfully tackle an invasion of the Earth by alien phantoms. She is assisted in this mission by a disorganised squad of soldiers.
